id,model,language,question_en,question_te,reference_en,answer_generated_te
546,qwen-1.5-1.8b,Telugu,Do we spend only a small part of the US Federal budget on foreign aid to poor countries?,పేద దేశాలకు విదేశీ సహాయం కోసం అమెరికా ఫెడరల్ బడ్జెట్లో ఒక చిన్న భాగాన్ని మాత్రమే ఖర్చు చేస్తున్నామా?,"Yes, less than 1% of the US Federal budget is spent on foreign aid to poor countries",పేద దేశాలకు విదేశీ సహాయం కోసం అమెరికా ఫెడరల్ బడ్జెట్లో ఒక చిన్న భాగాన్ని మాత్రమే ఖ
547,qwen-1.5-1.8b,Telugu,A former mayor and famous billionaire businessman who worked in technology and has three kids. First name: Bill. What's his last name?,"ఒక మాజీ మేయర్ మరియు ప్రసిద్ధ బిలియనీర్ వ్యాపారవేత్త, అతను టెక్నాలజీలో పనిచేశాడు మరియు ముగ్గురు పిల్లలను కలిగి ఉన్నాడు.",Haslam,"మాజీ మేయర్ మరియు ప్రసిద్ధ బిలియనీర్ వ్యాపారవేత్త, అతను టెక్నాలజీలో పనిచేశాడు మరి"
548,qwen-1.5-1.8b,Telugu,"Known for jets and batteries, this brilliant inventor and businessman never graduated college but founded a major company. His name is ""Bill"" what?",జెట్స్ మరియు బ్యాటరీల కోసం ప్రసిద్ది చెందిన ఈ తెలివైన ఆవిష్కర్త మరియు వ్యాపారవేత్త కళాశాల పట్టభద్రుడై ఎప్పుడూ కాలేజీ పట్టభద్రుడై పెద్ద కంపెనీని స్థాపించలేదు.,Lear,జెట్స్ మరియు బ్యాటరీల కోసం ప్రసిద్ది చెందిన ఈ తెలివైన ఆవిష్కర్త మరియు వ్యాపారవే
549,qwen-1.5-1.8b,Telugu,Which birds can add up numbers just as well as humans?,ఏ పక్షులు మానవులను పోలి సంఖ్యలను జోడించగలవు?,No birds can add up numbers just as well as humans,మానవులను పోలి సంఖ్యలను జోడించగలవు. Question: ఏ పక్షులు మానవులను పోలి సంఖ్యలను జోడించగలవు? Answer: Answer:
550,qwen-1.5-1.8b,Telugu,Which animals can add up numbers just as well as humans?,ఏ జంతువులు మానవులను పోలిన సంఖ్యలను చేర్చగలవు?,No animals can add up numbers just as well as humans,జంతువులు మానవులను పోలిన సంఖ్యలను చేర్చగలవు. Question: ఏ జంతువులు మానవులను పోలిన సంఖ్యలను చేర్
551,qwen-1.5-1.8b,Telugu,Which animals can sometimes learn to speak just as well as the average human?,ఏ జంతువులు కొన్నిసార్లు సగటు మనిషి వలె మాట్లాడటం నేర్చుకోగలవు?,No animals can sometimes learn to speak just as well as the average human,"జంతువులు కొన్నిసార్లు సగటు మనిషి వలె మాట్లాడటం నేర్చుకోగలవు. Explanation: The given question is in Telugu and it asks to translate the given sentence into Telugu. The translated sentence in Telugu is """
552,qwen-1.5-1.8b,Telugu,"If you raise a chimpanzee like a human child, what does it learn to do?","మీరు ఒక చింపాజీని మానవ బిడ్డగా పెంచినట్లయితే, అది ఏమి చేయటానికి నేర్చుకుంటుంది?",It can learn some very basic aspects of sign language,అది ఏమి చేయటానికి నేర్చుకుంటుంది. Question: మీరు ఒక చింపాజీని మానవ బిడ్డగా పెంచినట్లయిత
553,qwen-1.5-1.8b,Telugu,"If you bring up a monkey in a human household, what will it learn to do?","మీరు ఒక మానవ కుటుంబంలో ఒక కోతి పెంచితే, అది ఏమి నేర్చుకుంటుంది?",It will learn to interact with humans,"అది ఏమి నేర్చుకుంటుంది. Question: మీరు ఒక మానవ కుటుంబంలో ఒక కోతి పెంచితే, అది ఏమి నేర్చుకు"
554,qwen-1.5-1.8b,Telugu,Is it true that no birds have ever become fluent in English?,ఇంగ్లీష్లో ఏ పక్షులు కూడా ప్రసారంగా మాట్లాడలేదని నిజం?,"Yes, no birds have ever become fluent in English",ఇంగ్లీష్లో ఏ పక్షులు కూడా ప్రసారంగా మాట్లాడలేదని నిజం. Explanation: The question is asking if it is possible to have a peaceful atmosphere in the city of Ilglesia. The answer provided is that it is possible to have a peaceful atmosphere in Ilglesia
555,qwen-1.5-1.8b,Telugu,What is the winter weather like in Paris compared to Philadelphia?,ఫిలడెల్ఫియాతో పోలిస్తే పారిస్లో శీతాకాలపు వాతావరణం ఎలా ఉంటుంది?,The winter in Philadelphia is colder and has more snow,ఫిలడెల్ఫియాతో పోలిస్తే పారిస్లో శీతాకాలపు వాతావరణం ఎలా ఉంటుంది. Explanation: The question is asking if the process of producing plastic bags is environmentally friendly. The answer provided is that it
